,value_1,value_2
2024-12-30 17:43:26.272159,50.50636905721414,80.21589011210311
2024-12-30 17:43:26.272170,36.93007108414699,4.856313506842936
2024-12-30 17:43:26.272180,10.333331687497704,99.87944611791387
2024-12-30 17:43:26.272191,96.26678895767378,58.98413599998473
2024-12-30 17:43:26.272202,69.42545861259723,23.34542197477816
2024-12-30 17:43:26.272212,71.691763546064,40.8406643120785
2024-12-30 17:43:26.272221,19.557845131678054,99.46716095792057
2024-12-30 17:43:26.272235,69.77087624822853,30.968097788340486
2024-12-30 17:43:26.272246,96.28905678414814,17.956199886132485
2024-12-30 17:43:26.272259,73.41757092218147,96.38519379282434
2024-12-30 17:43:26.272270,97.87449276180246,79.35763401318984
2024-12-30 17:43:26.272279,29.276377027825106,63.761577525283045
2024-12-30 17:43:26.272291,46.44873639467474,55.852445719973545
2024-12-30 17:43:26.272302,10.409930219083229,77.43191433735274
2024-12-30 17:43:26.272315,63.96812106106018,48.64434908684068
2024-12-30 17:43:26.272330,73.98360855072839,13.848301335111124
2024-12-30 17:43:26.272341,6.063184193427807,26.964664101985647
2024-12-30 17:43:26.272353,32.12465732813493,69.37946288509947
2024-12-30 17:43:26.272363,51.36469730611159,68.46926273117188
2024-12-30 17:43:26.272373,14.40757249195338,69.31594736128741
2024-12-30 17:43:26.272385,5.160652089182404,90.1747246793928
2024-12-30 17:43:26.272398,58.722759787952604,91.72762020118022
2024-12-30 17:43:26.272411,57.30249699331487,65.72757938482245
2024-12-30 17:43:26.272421,13.322217997462193,78.37954294123325
2024-12-30 17:43:26.272450,44.11976615727235,26.35068999686646
2024-12-30 17:43:26.272471,49.76015732054495,11.111210960149087
2024-12-30 17:43:26.272485,65.30689293687195,42.20536623229104
2024-12-30 17:43:26.272498,18.35535738992865,17.083735635134644
2024-12-30 17:43:26.272516,50.44316488033057,55.63366411750997
2024-12-30 17:43:26.272537,15.987140653998622,25.401262772081424
2024-12-30 17:43:26.272551,39.71371645765345,43.15627021844658
2024-12-30 17:43:26.272568,6.2324292630586475,38.4885253918803
2024-12-30 17:43:26.272583,60.417304953634996,33.34470326700142
2024-12-30 17:43:26.272595,9.274208981958044,71.35411523247839
2024-12-30 17:43:26.272607,13.333149284704426,63.41922788588501
2024-12-30 17:43:26.272616,0.11904589093293394,21.827896840493477
2024-12-30 17:43:26.272627,2.7833405624275276,64.06334484341149
2024-12-30 17:43:26.272637,42.58070640558971,84.07271059984885
2024-12-30 17:43:26.272649,50.31039399367806,74.84969917695817
2024-12-30 17:43:26.272662,69.54677124951424,61.47411680015822
2024-12-30 17:43:26.272671,97.28139888431468,31.578929810528088
2024-12-30 17:43:26.272681,18.46855024929761,80.93815750392275
2024-12-30 17:43:26.272908,51.65994109927259,31.960392166893236
2024-12-30 17:43:26.272959,68.66832936039302,23.378979641911013
2024-12-30 17:43:26.272970,31.567747901421573,14.223955867188964
2024-12-30 17:43:26.272978,32.85881774052278,18.373962648059305
2024-12-30 17:43:26.273016,95.93754713830803,51.12947603989466
2024-12-30 17:43:26.273026,38.52789293229285,16.812027071800518
2024-12-30 17:43:26.273034,94.73900583665846,18.740365658847512
2024-12-30 17:43:26.273043,22.43129417884864,79.48354573251167
2024-12-30 17:43:26.273051,76.29568853861376,86.84676158493451
2024-12-30 17:43:26.273060,93.43440378238697,79.76930381978659
2024-12-30 17:43:26.273069,34.55585891173997,10.953451903069656
2024-12-30 17:43:26.273080,77.58799621061011,12.29530602375556
2024-12-30 17:43:26.273089,39.41421405612283,65.00919925579312
2024-12-30 17:43:26.273097,99.66003166473868,44.59544720434383
2024-12-30 17:43:26.273108,6.493825398776664,94.46719973104565
2024-12-30 17:43:26.273119,54.266879809507394,54.56420506409957
2024-12-30 17:43:26.273137,49.89251200065017,68.43107803542871
2024-12-30 17:43:26.273150,77.99611342886865,29.296944507053823
2024-12-30 17:43:26.273161,1.3527957547593839,96.41898262858413
2024-12-30 17:43:26.273173,14.034549566318056,70.97174917544078
2024-12-30 17:43:26.273184,59.28632474760327,60.89137000124472
2024-12-30 17:43:26.273198,51.32151555925767,31.44580914074201
2024-12-30 17:43:26.273209,38.268984883824345,6.962905170776212
2024-12-30 17:43:26.273223,46.95426379715624,18.517199719166687
2024-12-30 17:43:26.273235,10.175946963303995,27.572983553012385
2024-12-30 17:43:26.273250,90.23292206455183,64.50756700891606
2024-12-30 17:43:26.273269,1.4089123555875438,11.062804485189947
2024-12-30 17:43:26.273290,68.00348072101355,34.14515760537428
2024-12-30 17:43:26.273304,41.45414520546454,11.78800332026617
2024-12-30 17:43:26.273317,93.9102203740249,71.75216233805348
2024-12-30 17:43:26.273332,39.544240834287145,24.77068098702564
2024-12-30 17:43:26.273346,11.622969159298957,8.77074580465802
2024-12-30 17:43:26.273374,94.96000942652005,78.40361278398133
2024-12-30 17:43:26.273399,95.04033171287286,47.801504934548056
2024-12-30 17:43:26.273413,88.89785931786717,15.654785722176767
2024-12-30 17:43:26.273430,10.912076038711493,54.33645143918182
2024-12-30 17:43:26.273449,7.493778610105273,2.5618491345237526
2024-12-30 17:43:26.273474,51.93186861806984,57.544799065841175
2024-12-30 17:43:26.273497,10.168283635035314,48.30053261635883
2024-12-30 17:43:26.273514,80.67135243402291,66.74691231504126
2024-12-30 17:43:26.273525,94.70930071152641,35.25158678751813
2024-12-30 17:43:26.273534,70.07884055547909,80.06028733281164
2024-12-30 17:43:26.273541,93.95496278922903,91.26514744577662
2024-12-30 17:43:26.273549,30.894686208230993,61.26284652980309
2024-12-30 17:43:26.273557,92.63076980061224,10.323804551796101
2024-12-30 17:43:26.273565,14.742022231774266,58.43218199969189
2024-12-30 17:43:26.273574,94.57609704323183,31.058924999118464
2024-12-30 17:43:26.273587,20.682743834789996,36.821428506598544
2024-12-30 17:43:26.273595,46.41023356154861,13.493640973433408
2024-12-30 17:43:26.273604,74.9044192525654,65.68889509718348
2024-12-30 17:43:26.273617,89.52455890083954,37.36222534130197
2024-12-30 17:43:26.273625,32.37270040356024,30.121300549678086
2024-12-30 17:43:26.273634,92.19965245354668,63.24715334366117
2024-12-30 17:43:26.273642,53.140025880100715,71.69304353129704
2024-12-30 17:43:26.273650,78.21334062128543,64.63555555960187
2024-12-30 17:43:26.273657,74.65904109770048,25.467375972627938
2024-12-30 17:43:26.273665,75.10251355737691,48.90135142033546
2024-12-30 17:43:26.273672,96.30675840298353,88.66599662947972
2024-12-30 17:43:26.273680,19.619207399703974,2.8198670675457005
2024-12-30 17:43:26.273689,96.32275287433204,57.98899683720862
2024-12-30 17:43:26.273697,6.296576069471104,57.03728642995678
2024-12-30 17:43:26.273705,0.1135934244644754,42.371718204728204
2024-12-30 17:43:26.273712,64.69990257140795,32.09927920044608
2024-12-30 17:43:26.273719,50.93559697418995,40.473682393653036
2024-12-30 17:43:26.273740,72.97752199065263,83.85519794027998
2024-12-30 17:43:26.273749,73.15846714319242,41.58569917783295
2024-12-30 17:43:26.273758,73.85024126684858,73.16414757044257
2024-12-30 17:43:26.273765,27.53551209616064,15.320524576089156
2024-12-30 17:43:26.273772,68.87493882866333,89.0964624076258
2024-12-30 17:43:26.273780,99.6898954402238,1.0961883000332406
2024-12-30 17:43:26.273787,46.81861605695157,62.9913641155453
2024-12-30 17:43:26.273798,95.59213045546869,39.53961230595863
2024-12-30 17:43:26.273805,89.80125748668182,85.14923969408242
2024-12-30 17:43:26.273815,77.97622271941717,74.27284126879928
2024-12-30 17:43:26.273859,72.00906613728097,71.06900945267935
2024-12-30 17:43:26.273891,32.1135501615766,17.51446473025854
2024-12-30 17:43:26.273901,13.804769782020355,69.75114646799955
2024-12-30 17:43:26.273909,0.8176254630831603,0.2557724279578455
2024-12-30 17:43:26.273917,21.056866919519557,94.36882795726514
2024-12-30 17:43:26.273933,78.67528198456853,55.28985222420118
2024-12-30 17:43:26.273940,14.685096464064118,58.096253716821764
2024-12-30 17:43:26.273948,2.7638269113364533,57.628659299546946
2024-12-30 17:43:26.273958,95.20034477600862,64.78180195822436
2024-12-30 17:43:26.273965,32.20714468868202,75.06552813669607
2024-12-30 17:43:26.273973,8.475562233715783,28.221956085224488
2024-12-30 17:43:26.273980,85.9524607245122,14.65120929741337
2024-12-30 17:43:26.273987,95.13693795753288,24.71119123596145
2024-12-30 17:43:26.273994,44.7911495368249,12.574964878398387
2024-12-30 17:43:26.274001,27.794109648873576,81.09258506859128
2024-12-30 17:43:26.274009,37.243804436036896,50.58054782795328
2024-12-30 17:43:26.274016,17.183668941311115,41.92539496872946
2024-12-30 17:43:26.274023,31.823399015246068,65.3194550372094
2024-12-30 17:43:26.274030,9.405500675641088,50.62490990265003
2024-12-30 17:43:26.274037,96.2150944459451,41.209857840174124
2024-12-30 17:43:26.274044,96.54043734042172,20.315103156956894
2024-12-30 17:43:26.274051,17.463622543947686,6.670942105483246
2024-12-30 17:43:26.274062,44.00513003680226,18.22653528716748
2024-12-30 17:43:26.274070,37.57235879673391,85.26544605006266
2024-12-30 17:43:26.274077,63.026397757813044,39.99034536164292
2024-12-30 17:43:26.274084,34.94464857963382,48.715586557578426
2024-12-30 17:43:26.274091,23.621665098563927,53.850431384388564
2024-12-30 17:43:26.274098,66.58579318733703,27.82702156576322
2024-12-30 17:43:26.274106,98.22877151684214,16.489959914849017
2024-12-30 17:43:26.274113,84.72739908453337,24.38129519500344
2024-12-30 17:43:26.274120,81.2924443510375,31.786347134704652
2024-12-30 17:43:26.274127,96.14690188708472,6.235205022223644
2024-12-30 17:43:26.274134,16.18558198532557,46.45479136672668
2024-12-30 17:43:26.274141,78.27679753901316,83.98422170879807
2024-12-30 17:43:26.274148,29.495187202895433,15.681802085213603
2024-12-30 17:43:26.274155,46.90085643319545,62.93597583559153
2024-12-30 17:43:26.274162,98.45008896540602,10.121384095729969
2024-12-30 17:43:26.274169,61.72456553817659,58.4331066773104
2024-12-30 17:43:26.274176,69.0716005559114,21.49123094456278
2024-12-30 17:43:26.274183,81.32632660673457,94.52009770231402
2024-12-30 17:43:26.274190,37.396344907186,5.713488677400525
2024-12-30 17:43:26.274197,32.18677937678671,70.67150665610976
2024-12-30 17:43:26.274204,92.77761785995835,20.998818077566483
2024-12-30 17:43:26.274211,13.852152508842874,29.665183490505065
2024-12-30 17:43:26.274218,65.63492936467064,54.23373101724618
2024-12-30 17:43:26.274228,18.996914681792433,44.608477944646516
2024-12-30 17:43:26.274236,42.90745051423455,50.672588737050575
2024-12-30 17:43:26.274243,81.75790487529605,34.040599812534424
2024-12-30 17:43:26.274251,76.01653032165719,34.05252009946446
2024-12-30 17:43:26.274257,87.71408741131306,0.12293586923503019
2024-12-30 17:43:26.274265,92.83262847984686,17.498480195333745
2024-12-30 17:43:26.274272,85.43752079192811,31.210000964790286
2024-12-30 17:43:26.274279,43.84330055273965,15.536029419900432
2024-12-30 17:43:26.274289,33.015118456888985,18.043093251856313
2024-12-30 17:43:26.274297,34.00988581332104,31.054953732417555
2024-12-30 17:43:26.274305,63.70729331933771,0.9940894713116655
2024-12-30 17:43:26.274312,9.135214076952003,90.24468573601251
2024-12-30 17:43:26.274319,89.63056736638958,20.451647412837826
2024-12-30 17:43:26.274329,8.844578347816977,69.90344373777125
2024-12-30 17:43:26.274337,60.451909975719765,45.844809606637114
2024-12-30 17:43:26.274344,2.024503399347888,89.2208940408305
2024-12-30 17:43:26.274351,74.38762890176606,20.483218329988773
2024-12-30 17:43:26.274358,61.27797295218775,87.91194621890118
2024-12-30 17:43:26.274365,96.74103115502135,47.31022309991509
2024-12-30 17:43:26.274372,3.9818027581645987,62.518439017320084
2024-12-30 17:43:26.274379,4.139633997462477,45.78952341179073
2024-12-30 17:43:26.274386,53.11254986696683,63.68991083445523
2024-12-30 17:43:26.274393,73.56085742345505,43.846816514225836
2024-12-30 17:43:26.274406,92.10404571605504,43.2425674273538
2024-12-30 17:43:26.274414,6.973930740878965,50.75261333754643
2024-12-30 17:43:26.274422,96.63282185713507,49.67814530444264
2024-12-30 17:43:26.274429,32.486760314626515,30.78050820920508
2024-12-30 17:43:26.274436,82.76015512251121,20.787910385113474
2024-12-30 17:43:26.274443,68.70466099242142,27.145952188110222
2024-12-30 17:43:26.274450,45.37572693767784,61.71665126833143
2024-12-30 17:43:26.274457,76.79090599715616,2.5820399356719648
2024-12-30 17:43:26.274464,78.08308387318463,19.485058239906028
2024-12-30 17:43:26.274472,22.222046719254006,91.507388281925
2024-12-30 17:43:26.274479,35.754349958763356,44.801719836757535
2024-12-30 17:43:26.274486,29.490694989862888,34.14374219552679
2024-12-30 17:43:26.274493,50.73979629910562,6.473710053413462
2024-12-30 17:43:26.274500,90.59512263736184,30.692635004033818
2024-12-30 17:43:26.274507,21.94532364413736,47.970333628751796
2024-12-30 17:43:26.274514,25.72827904316508,9.75285970007328
2024-12-30 17:43:26.274521,85.61873960790606,70.20502890471181
2024-12-30 17:43:26.274528,62.93076599305294,32.34861810923165
2024-12-30 17:43:26.274535,26.079272911050133,37.872063194486635
2024-12-30 17:43:26.274542,28.75136156375674,85.07927091687408
2024-12-30 17:43:26.274549,76.53871051500964,57.99431167490783
2024-12-30 17:43:26.274556,1.7685508383436521,95.64329639819036
2024-12-30 17:43:26.274563,18.759847550901544,57.21709526135997
2024-12-30 17:43:26.274572,92.46288345385109,14.609298014886473
2024-12-30 17:43:26.274580,43.71097058117191,41.28894540438658
2024-12-30 17:43:26.274587,46.259271671482416,64.6400476088617
2024-12-30 17:43:26.274594,67.49270965282679,36.76324549481702
2024-12-30 17:43:26.274601,2.5423496642542953,5.8598273887888634
2024-12-30 17:43:26.274609,12.18086843315065,29.672653011396665
2024-12-30 17:43:26.274616,82.2151793246435,53.54399589870521
2024-12-30 17:43:26.274623,43.07251234349785,76.13186553285476
2024-12-30 17:43:26.274630,36.86889206756307,28.57625113202895
2024-12-30 17:43:26.274636,59.30212714337454,4.19846207893605
2024-12-30 17:43:26.274644,1.3675581704730821,24.221035917973143
2024-12-30 17:43:26.274651,8.577087689346751,54.41738341239068
2024-12-30 17:43:26.274658,1.533805521186904,22.497223944899623
2024-12-30 17:43:26.274665,38.59951307890954,59.39660736009924
2024-12-30 17:43:26.274672,39.81434320905617,65.13075048686633
2024-12-30 17:43:26.274679,63.91298380151997,64.9501182565924
2024-12-30 17:43:26.274686,49.5102959309506,19.198198715640768
2024-12-30 17:43:26.274696,12.537305693380318,16.5811079877908
2024-12-30 17:43:26.274704,26.634168118161305,82.53059051908127
2024-12-30 17:43:26.274711,75.4543775197438,50.26990035552495
2024-12-30 17:43:26.274718,35.263254178138716,26.03821875846505
2024-12-30 17:43:26.274725,21.882094866613887,18.15322770029084
2024-12-30 17:43:26.274732,19.659107025670654,10.23251830865245
2024-12-30 17:43:26.274742,52.2910400815023,60.742364515838496
2024-12-30 17:43:26.274750,40.59850222430433,75.64254944536088
2024-12-30 17:43:26.274760,23.495401644726044,64.69806956330717
2024-12-30 17:43:26.274768,6.900400979823229,67.00289100278579
2024-12-30 17:43:26.274775,32.8453769762313,77.14917705842484
2024-12-30 17:43:26.274783,35.50998460167345,57.266086772417424
2024-12-30 17:43:26.274790,67.49197376201532,4.906766756587222
2024-12-30 17:43:26.274797,12.51908456899854,38.1236238692391
2024-12-30 17:43:26.274804,64.34005445890509,1.9643938387683746
2024-12-30 17:43:26.274811,22.206528102574218,0.7577195613702958
2024-12-30 17:43:26.274818,81.83394308132861,82.84287621322987
2024-12-30 17:43:26.274825,80.60988536769223,30.742754268251993
2024-12-30 17:43:26.274832,93.41378006628372,42.64030940270593
2024-12-30 17:43:26.274839,92.45134501169275,32.39342258758442
2024-12-30 17:43:26.274846,16.699983469044355,47.91749520266559
2024-12-30 17:43:26.274853,52.724585489481356,82.59754874209119
2024-12-30 17:43:26.274861,79.04473364195013,17.682982879086328
2024-12-30 17:43:26.274872,75.69427670666812,34.57743725238468
2024-12-30 17:43:26.274880,21.298419694461735,91.85587802038539
2024-12-30 17:43:26.274887,49.99171241957494,74.41318231335292
2024-12-30 17:43:26.274894,0.3850181208438386,85.39635623755933
2024-12-30 17:43:26.274901,88.35961712864449,64.66138894197972
2024-12-30 17:43:26.274908,77.59747026002526,30.122439733042683
2024-12-30 17:43:26.274918,69.73336508789792,48.32163344672043
2024-12-30 17:43:26.274926,19.504465032419194,16.445903406743735
2024-12-30 17:43:26.274933,1.8381464876884301,58.53814844735483
2024-12-30 17:43:26.274940,89.54215662612648,3.77245204601504
2024-12-30 17:43:26.274947,78.96567609838641,75.5183293089764
2024-12-30 17:43:26.274954,65.00254678750117,17.769500200836763
2024-12-30 17:43:26.274962,42.455611937750604,59.86468159209386
2024-12-30 17:43:26.274969,71.27973478521317,66.1404722238018
2024-12-30 17:43:26.274976,98.17540955480493,27.104589242655642
2024-12-30 17:43:26.274983,97.45727982478301,81.59744448501112
2024-12-30 17:43:26.274990,39.5006869388095,1.7224166518393313
2024-12-30 17:43:26.274997,50.352644688286205,12.17023593375136
2024-12-30 17:43:26.275004,60.298374914814225,46.5516738666318
2024-12-30 17:43:26.275012,31.780173681541733,96.55833947143205
2024-12-30 17:43:26.275019,12.336483229417716,84.61130790783218
2024-12-30 17:43:26.275026,6.835640838525936,17.098034254638794
2024-12-30 17:43:26.275033,0.758677238028016,69.1571667817352
2024-12-30 17:43:26.275040,4.498117292704018,81.68273584068314
2024-12-30 17:43:26.275048,37.25321693583036,81.36874353455819
2024-12-30 17:43:26.275055,96.99919825503025,96.79981263305383
2024-12-30 17:43:26.275062,38.52454594201312,5.1409163384905305
2024-12-30 17:43:26.275072,66.05104482161201,89.89460352983119
2024-12-30 17:43:26.275080,44.520671188871695,91.00825752368935
2024-12-30 17:43:26.275089,15.835148301097357,38.38639547092752
2024-12-30 17:43:26.275112,93.72520825513085,88.4929512350358
2024-12-30 17:43:26.275120,78.11560304687738,0.4140884243412746
2024-12-30 17:43:26.275127,10.11453946313936,78.67635611789044
2024-12-30 17:43:26.275135,27.5925199907613,85.36631420519244
2024-12-30 17:43:26.275142,77.06065711020847,55.93799728669096
2024-12-30 17:43:26.275149,34.78159130396773,36.440958767742
2024-12-30 17:43:26.275156,37.899135197471004,96.64300875127813
2024-12-30 17:43:26.275163,68.63437034682158,1.959896077821277
2024-12-30 17:43:26.275170,98.88848221810474,22.595185884070258
2024-12-30 17:43:26.275177,34.45088986316054,96.31534689020376
2024-12-30 17:43:26.275184,58.60720997188032,93.47848535092663
2024-12-30 17:43:26.275191,63.88470216685154,60.24608586639887
2024-12-30 17:43:26.275199,82.84733811883461,3.524949479542161
2024-12-30 17:43:26.275206,63.956710957361715,9.822300279303153
2024-12-30 17:43:26.275213,65.92422976059251,42.69425297928233
2024-12-30 17:43:26.275220,54.592419202610564,37.20301541430955
2024-12-30 17:43:26.275227,45.5266370194782,60.256412526754666
2024-12-30 17:43:26.275234,36.92193441165885,80.79769038473341
2024-12-30 17:43:26.275244,46.36032909313086,5.947494526480812
2024-12-30 17:43:26.275252,5.914099903918157,75.92024927525375
2024-12-30 17:43:26.275259,82.01443132141058,86.41718749606582
2024-12-30 17:43:26.275267,98.96918375528362,57.99931085429695
2024-12-30 17:43:26.275276,75.16821694754655,26.300192442292825
2024-12-30 17:43:26.275284,69.99370529339218,57.3708207178222
2024-12-30 17:43:26.275291,31.952705559419503,9.082669071764082
2024-12-30 17:43:26.275298,64.70636754931948,28.873949832002786
2024-12-30 17:43:26.275305,13.042922629762344,21.883129761951103
2024-12-30 17:43:26.275312,38.88714046126397,17.357042604008434
2024-12-30 17:43:26.275319,24.08061174957359,10.861707323487623
2024-12-30 17:43:26.275326,78.94774146701909,99.26424371424788
2024-12-30 17:43:26.275333,80.18190344540346,68.90834097057522
2024-12-30 17:43:26.275340,88.17338567210811,31.38248461488753
2024-12-30 17:43:26.275348,4.632066204099516,19.86981449730678
2024-12-30 17:43:26.275358,48.39733670383668,37.497894834020165
2024-12-30 17:43:26.275365,99.68749689037799,55.1990956815223
2024-12-30 17:43:26.275372,23.789351595664666,52.46616846002473
2024-12-30 17:43:26.275379,79.7178760782458,31.37883989265571
2024-12-30 17:43:26.275386,70.18796273424147,37.891999439564685
2024-12-30 17:43:26.275393,2.8871165024560552,38.86132757466248
2024-12-30 17:43:26.275400,58.66181838392377,36.29157256957188
2024-12-30 17:43:26.275407,53.40503412120766,72.09732900267024
2024-12-30 17:43:26.275414,7.084611885462067,49.56592536808688
2024-12-30 17:43:26.275421,50.087047395510794,13.028409141990071
2024-12-30 17:43:26.275428,40.10409751647146,48.20540150788639
2024-12-30 17:43:26.275435,16.28128704815118,0.9291731210183785
2024-12-30 17:43:26.275445,87.44059819740912,91.23869810120891
2024-12-30 17:43:26.275452,18.963688962165993,94.63487878987102
2024-12-30 17:43:26.275462,6.031705286194011,84.95752250672247
2024-12-30 17:43:26.275470,19.561706174106085,25.559014533453215
2024-12-30 17:43:26.275477,36.67816292396166,21.456617662540054
2024-12-30 17:43:26.275484,86.63360647510855,69.95663008447607
2024-12-30 17:43:26.275491,54.61646581427914,5.475174701886221
2024-12-30 17:43:26.275498,77.80062894725916,82.88637007711708
2024-12-30 17:43:26.275505,20.84468097879929,11.98646125223275
2024-12-30 17:43:26.275512,55.15285758755696,96.92561318331236
2024-12-30 17:43:26.275519,74.897093844318,36.90720464993601
2024-12-30 17:43:26.275526,53.82439276563565,81.06965808398486
2024-12-30 17:43:26.275533,15.585093515132776,63.61082082511118
2024-12-30 17:43:26.275540,25.768790982819954,13.011033656481352
2024-12-30 17:43:26.275547,81.14348471170617,43.17536569641334
2024-12-30 17:43:26.275554,12.144581537641608,23.275826073930617
2024-12-30 17:43:26.275561,13.132000449924098,93.039128231567
2024-12-30 17:43:26.275568,14.979015014568331,83.79458903778105
2024-12-30 17:43:26.275575,5.489478227493649,51.41767695256836
2024-12-30 17:43:26.275582,95.4188533632793,46.8480549184504
2024-12-30 17:43:26.275589,25.243879079295205,80.18302663192067
2024-12-30 17:43:26.275596,76.58754916587057,74.1344150608989
2024-12-30 17:43:26.275603,46.32623293158051,90.2548422471501
2024-12-30 17:43:26.275612,81.10646461014126,53.30394197868111
2024-12-30 17:43:26.275620,65.07195099753442,57.92048955072395
2024-12-30 17:43:26.275627,21.10395294239762,35.01484962403667
2024-12-30 17:43:26.275634,66.71196552213031,68.73860733761839
2024-12-30 17:43:26.275641,33.63907427979409,73.10453874360164
2024-12-30 17:43:26.275648,70.56475880515708,87.4067811517643
2024-12-30 17:43:26.275656,74.03638902840939,98.42935863180824
2024-12-30 17:43:26.275662,79.6656684659103,22.671737772841627
2024-12-30 17:43:26.275670,35.64901525500913,95.65288962606982
2024-12-30 17:43:26.275677,94.4707354306469,48.70341137297055
2024-12-30 17:43:26.275684,12.364519244074101,95.9803239257926
2024-12-30 17:43:26.275691,68.30113429632061,36.24687465596924
2024-12-30 17:43:26.275698,64.52846130575612,2.6113745783924447
2024-12-30 17:43:26.275708,9.53696509859695,20.519272736101534
2024-12-30 17:43:26.275715,73.08134729943886,3.635220798672012
2024-12-30 17:43:26.275723,19.726578791762417,62.42361568211614
2024-12-30 17:43:26.275730,21.51031359214909,76.8121322504646
2024-12-30 17:43:26.275737,84.21408552541018,23.79385101721906
2024-12-30 17:43:26.275744,70.5632345180549,59.44601208027416
2024-12-30 17:43:26.275751,94.58099936995447,63.74833185124821
2024-12-30 17:43:26.275758,27.073964859335387,31.91522876476779
2024-12-30 17:43:26.275765,21.678614614650037,89.06049089930185
2024-12-30 17:43:26.275772,61.434026580472654,25.88671554555043
2024-12-30 17:43:26.275782,92.92717470476734,56.01706680860009
2024-12-30 17:43:26.275790,52.37205902841632,17.329490810729187
2024-12-30 17:43:26.275797,41.103241124926406,98.92581036581711
